iso3c,year,gdp_const_2015_usd
HKG,2010,267551928313.897
HUN,2010,112873946275.587
ISL,2010,15752089361.4432
IND,2010,1535897931732.14
IDN,2010,657835433773.518
IRN,2010,406386748164.51
IRQ,2010,120516349622.451
IRL,2010,214289191596.523
IMN,2010,5933833731.82898
ISR,2010,254206817526.885
ITA,2010,1909947188308.66
JAM,2010,14489274699.2317
JPN,2010,4218907820178.57
JOR,2010,33723826288.3537
KAZ,2010,146559490369.689
KEN,2010,55748929986.1062
KIR,2010,144444531.776316
PRK,2010,..
KOR,2010,1319281537670.41
XKX,2010,5048966087.01821
KWT,2010,95861205611.671
KGZ,2010,5263491909.11624
LAO,2010,9912447859.53224
LVA,2010,22026145287.9415
LBN,2010,45147473283.5593
LSO,2010,1986735734.7651
LBR,2010,2523749998.53307
LBY,2010,83912660700.3206
LIE,2010,..
LTU,2010,33711177146.509
LUX,2010,54012829512.59
MAC,2010,39842746025.8379
MDG,2010,9925206605.67835
MWI,2010,7533157578.1417
MYS,2010,232654030399.227
MDV,2010,3091816044.31985
MLI,2010,13093898208.5384
MLT,2010,8601309578.86681
MHL,2010,179100000
MRT,2010,4951459275.31606
MUS,2010,10146771628.6992
MEX,2010,1066822388048.98
FSM,2010,310244010.295231
MDA,2010,6496144351.04957
MCO,2010,4703003769.39437
MNG,2010,7152385862.09146
MNE,2010,3665724040.98962
MAR,2010,90971304769.4422
MOZ,2010,11365367724.1329
MMR,2010,41912536387.039
NAM,2010,8787636883.68937
NRU,2010,47691850.9045751
NPL,2010,19720799061.8121
NLD,2010,742031413974.447
NCL,2010,..
NZL,2010,154405312544.983
NIC,2010,9778787862.00226
NER,2010,7299346341.92573
NGA,2010,385856064172.786
MKD,2010,8918648175.61246
MNP,2010,881321212.121212
NOR,2010,355959036888.204
OMN,2010,62776154506.6944
PAK,2010,250382678707.751
PLW,2010,242946999.617743
PAN,2010,38818327773.9434
PNG,2010,16339627662.3714
PRY,2010,29786095177.4612
PER,2010,150298879148.001
PHL,2010,228621785456.625
POL,2010,411181642127.603
PRT,2010,208276152407.912
PRI,2010,106406131528.656
QAT,2010,116951606956.59
ROU,2010,155105339843.99
RUS,2010,1250664313044.7
RWA,2010,6018965507.59309
WSM,2010,787756851.010821
SMR,2010,1652610655.04359
STP,2010,221134908.544338
SAU,2010,523453786400.721
SEN,2010,14575382431.8826
SRB,2010,41493398701.5159
SYC,2010,1105387984.2341
SLE,2010,5617678842.06416
SGP,2010,247501100140.018
SXM,2010,1297793365.1585
SVK,2010,78694079820.7688
SVN,2010,41881476947.431
SLB,2010,1097358149.86722
SOM,2010,4046017818.73357
ZAF,2010,311653604140.269
SSD,2010,22367646895.0144
ESP,2010,1200112046037.65
LKA,2010,62491408087.6686
KNA,2010,828615280.858431
LCA,2010,1741756827.17338
MAF,2010,..
VCT,2010,734310821.044753
SDN,2010,59215296613.7581
SUR,2010,4731486826.19641
SWE,2010,452077714777.655
CHE,2010,636285783946.788
SYR,2010,34316469200.952
TJK,2010,5896771269.65215
TZA,2010,34828049320.6343
THA,2010,346967938038.265
TLS,2010,1296604299.77159
TGO,2010,4339580301.80856
TON,2010,392437239.050283
TTO,2010,23637278843.6027
TUN,2010,42061674642.7812
TUR,2010,619702577582.152
TKM,2010,21701780648.8816
TCA,2010,865757988.836841
TUV,2010,30560852.5967582
UGA,2010,24896350765.3932
UKR,2010,106195352549.996
ARE,2010,290792347835.845
GBR,2010,2684060544650.54
USA,2010,16259610790677
URY,2010,48857389210.184
UZB,2010,60876691748.3487
VUT,2010,680620638.703336
VEN,2010,124819126240.736
VNM,2010,177322478338.404
VIR,2010,5110412753.46852
PSE,2010,11082400000
YEM,2010,63038676060.5744
ZMB,2010,16527123087.7163
ZWE,2010,14107304144.8004
AFE,2010,768676258158.214
AFW,2010,611375827456.184
ARB,2010,2162552600448.41
CSS,2010,57355843060.567
CEB,2010,1148495311776.57
EAR,2010,8209630379804.87
EAS,2010,17396593972373.4
EAP,2010,9467859475987.65
TEA,2010,9456267890261.69
EMU,2010,11339151064774.2
ECS,2010,19125421612882.4
ECA,2010,1178887128713.63
TEC,2010,3094777445121.26
EUU,2010,12976593517674
FCS,2010,1327110583952.26
HPC,2010,529803771780.867
HIC,2010,45430149732850.8
IBD,2010,20109147343558.8
IBT,2010,21860297388966.7
IDB,2010,874534174643.581
IDX,2010,876707600081.672
IDA,2010,1751215649503.42
LTE,2010,14222725781794.8
LCN,2010,4737753656500.88
LAC,2010,4106213587655.82
TLA,2010,4525374262949.02
LDC,2010,773873855018.695
LMY,2010,19509385249223
LIC,2010,366802841348.064
LMC,2010,3905133763584.19
MEA,2010,3028465499180.11
MNA,2010,1648638405588.97
TMN,2010,1637558295034.46
MIC,2010,19148313474735.4
NAC,2010,17666985250493.4
INX,2010,..
OED,2010,43342233851625
OSS,2010,109228581730.615
PSS,2010,7802720838.51455
PST,2010,41079925893471.3
PRE,2010,1062265158933.83
SST,2010,174378037599.59
SAS,2010,1766498511683.75
TSA,2010,1766498511683.75
SSF,2010,1380052085614.4
SSA,2010,1340748623301.35
UMC,2010,15243216924473
WLD,2010,65103029475797.8
TSS,2010,1380052085614.4
Short definition,2010,Limitations and exceptions
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2010,"Each industry's contribution to growth in the economy's output is measured by growth in the industry's value added. In principle, value added in constant prices can be estimated by measuring the quantity of goods and services produced in a period, valuing them at an agreed set of base year prices, and subtracting the cost of intermediate inputs, also in constant prices. This double-deflation method requires detailed information on the structure of prices of inputs and outputs.





In many industries, however, value added is extrapolated from the base year using single volume indexes of outputs or, less commonly, inputs. Particularly in the services industries, including most of government, value added in constant prices is often imputed from labor inputs, such as real wages or number of employees. In the absence of well defined measures of output, measuring the growth of services remains difficult.





Moreover, technical progress can lead to improvements in production processes and in the quality of goods and services that, if not properly accounted for, can distort measures of value added and thus of growth. When inputs are used to estimate output, as for nonmarket services, unmeasured technical progress leads to underestimates of the volume of output. Similarly, unmeasured improvements in quality lead to underestimates of the value of output and value added. The result can be underestimates of growth and productivity improvement and overestimates of inflation.





Informal economic activities pose a particular measurement problem, especially in developing countries, where much economic activity is unrecorded. A complete picture of the economy requires estimating household outputs produced for home use, sales in informal markets, barter exchanges, and illicit or deliberately unreported activities. The consistency and completeness of such estimates depend on the skill and methods of the compiling statisticians.





Rebasing of national accounts can alter the measured growth rate of an economy and lead to breaks in series that affect the consistency of data over time. When countries rebase their national accounts, they update the weights assigned to various components to better reflect current patterns of production or uses of output. The new base year should represent normal operation of the economy - it should be a year without major shocks or distortions. Some developing countries have not rebased their national accounts for many years. Using an old base year can be misleading because implicit price and volume weights become progressively less relevant and useful.





To obtain comparable series of constant price data for computing aggregates, the World Bank rescales GDP and value added by industrial origin to a common reference year. Because rescaling changes the implicit weights used in forming regional and income group aggregates, aggregate growth rates are not comparable with those from earlier editions with different base years. Rescaling may result in a discrepancy between the rescaled GDP and the sum of the rescaled components. To avoid distortions in the growth rates, the discrepancy is left unallocated. As a result, the weighted average of the growth rates of the components generally does not equal the GDP growth rate."
AFG,2011,15420077665.5323
ALB,2011,10685000942.5337
DZA,2011,166115170291.39
ASM,2011,687384732.824428
AND,2011,2927558013.5968
AGO,2011,85446420441.9715
ATG,2011,1349706641.55924
ARG,2011,585924294024.785
ARM,2011,8913643662.28574
ABW,2011,2676912524.28603
AUS,2011,1212979128949.21
AUT,2011,370459113959.145
AZE,2011,47234094919.1645
BHS,2011,11335011158.6301
BHR,2011,27829679463.9972
BGD,2011,152912195327.661
BRB,2011,6031666500.58892
BLR,2011,56218149516.8364
BEL,2011,444146182962.729
BLZ,2011,1899062675.16468
BEN,2011,9364019722.08608
BMU,2011,7261600082.73073
BTN,2011,1810676784.15218
BOL,2011,26581436461.7176
BIH,2011,15319868792.2914
BWA,2011,12130342700.3127
BRA,2011,1770840429106.43
VGB,2011,..
BRN,2011,13481121714.8966
BGR,2011,48537973523.4502
BFA,2011,9690626654.34607
BDI,2011,2470719237.95292
CPV,2011,1692481034.54407
KHM,2011,17981993293.903
CMR,2011,26247499413.6974
CAN,2011,1443745913580.69
CYM,2011,4350225213.89143
CAF,2011,2430339369.3364
TCD,2011,12312232324.3094
CHI,2011,10381926033.3796
CHL,2011,212609096429.355
CHN,2011,8441318020902.42
COL,2011,249701866578.277
COM,2011,867878891.68189
COD,2011,29553403849.2894
COG,2011,10636909752.5259
CRI,2011,48921712048.582
CIV,2011,32783010325.3471
HRV,2011,51337804931.0411
CUB,2011,78005296225.1446
CUW,2011,3094765326.65816
CYP,2011,21730464390.338
CZE,2011,177659773382.538
DNK,2011,287817703286.122
DJI,2011,..
DMA,2011,590668207.662469
DOM,2011,57421779163.4885
ECU,2011,82140258351.3877
EGY,2011,293536132736.607
SLV,2011,21401127375.9033
GNQ,2011,13913404306.2274
ERI,2011,2252986366.41081
EST,2011,21001309333.0129
SWZ,2011,3475009965.0534
ETH,2011,42467968231.3241
FRO,2011,2133282898.13186
FJI,2011,3994857188.49831
FIN,2011,239193226293.28
FRA,2011,2369909039106.43
PYF,2011,5228474143.52811
GAB,2011,11937934403.3789
GMB,2011,1240786190.47581
GEO,2011,12629541567.4316
DEU,2011,3268996785218.57
GHA,2011,40129504915.3457
GIB,2011,..
GRC,2011,215970916413.204
GRL,2011,2445978671.28639
GRD,2011,862490064.656016
GUM,2011,5440190172.88444
GTM,2011,53567821946.194
GIN,2011,7419271030.30424
GNB,2011,1059647261.07297
GUY,2011,3830671453.00564
HTI,2011,13575181302.2734
HND,2011,18315815357.186
HKG,2011,280433768912.6
HUN,2011,115037411549.874
ISL,2011,15969467673.4589
IND,2011,1616399198833.92
IDN,2011,698422460479.197
IRN,2011,417138595177.331
IRQ,2011,129611081238.514
IRL,2011,217736818590.032
IMN,2011,6052510369.79887
ISR,2011,268235973747.568
ITA,2011,1923230167272.61
JAM,2011,14739993670.3316
JPN,2011,4219912322040.1
JOR,2011,34646908078.4163
KAZ,2011,157404892659.159
KEN,2011,58603891851.295
KIR,2011,149158807.242056
PRK,2011,..
KOR,2011,1367937063745.25
XKX,2011,5368051162.24269
KWT,2011,105091330435.265
KGZ,2011,5576999924.82018
LAO,2011,10709275115.0696
LVA,2011,22694935010.9107
LBN,2011,45539055323.5066
LSO,2011,2078451680.28081
LBR,2011,2730716886.49046
LBY,2011,41672273290.5727
LIE,2011,..
LTU,2011,35842949499.0897
LUX,2011,54576884709.7504
MAC,2011,48457666664.9019
MDG,2011,10081868751.8746
MWI,2011,7904743381.9111
MYS,2011,244970531973.676
MDV,2011,3365238508.40701
MLI,2011,13478253743.0182
MLT,2011,8686651936.95873
MHL,2011,178200000
MRT,2011,5158072939.98105
MUS,2011,10560510104.34
MEX,2011,1103564231781.62
FSM,2011,321982777.731463
MDA,2011,6874100822.53274
MCO,2011,5033265481.27337
MNG,2011,8389088993.66654
MNE,2011,3790717464.03353
MAR,2011,95997146621.9656
MOZ,2011,12176179697.5618
MMR,2011,44256068473.3923
NAM,2011,9235045191.83414
NRU,2011,54705358.390542
NPL,2011,20395607080.0478
NLD,2011,755190192159.834
NCL,2011,..
NZL,2011,157637781921.494
NIC,2011,10396483140.3717
NER,2011,7471447186.58798
NGA,2011,406337011591.35
MKD,2011,9127334379.6944
MNP,2011,816242424.242424
NOR,2011,359894719457.521
OMN,2011,64593279186.5623
PAK,2011,257093227079.837
PLW,2011,255317876.001409
PAN,2011,43441154768.9962
PNG,2011,16520596167.0901
PRY,2011,31062837784.856
PER,2011,159808578409.161
PHL,2011,237442546234.973
POL,2011,432791139408.41
PRT,2011,204707283345.749
PRI,2011,106024654228.865
QAT,2011,132594158696.499
ROU,2011,162078238594.701
RUS,2011,1304443243520.47
RWA,2011,6497978178.31424
WSM,2011,818078226.23594
SMR,2011,1515199821.06818
STP,2011,225556350.897449
SAU,2011,585005778521.172
SEN,2011,14769831308.7257
SRB,2011,41515918199.5454
SYC,2011,1210507986.73155
SLE,2011,6072747634.58121
SGP,2011,262883130580.256
SXM,2011,1357491904.26446
SVK,2011,80710556384.8384
SVN,2011,42155984116.073
SLB,2011,1178894466.85833
SOM,2011,4316872490.49444
ZAF,2011,321528523981.702
SSD,2011,21329717232.6938
ESP,2011,1192432281393.69
LKA,2011,67909090095.7458
KNA,2011,842010736.012811
LCA,2011,1817121648.89295
MAF,2011,..
VCT,2011,729858865.987443
SDN,2011,57312394053.386
SUR,2011,5008248887.00011
SWE,2011,466380936831.165
CHE,2011,647822334336.491
SYR,2011,35294489548.9953
TJK,2011,6333132378.96151
TZA,2011,37500111399.4432
THA,2011,349882927003.633
TLS,2011,1373863180.30951
TGO,2011,4592285181.71423
TON,2011,418745044.285962
TTO,2011,23567701471.1486
TUN,2011,41200826152.5875
TUR,2011,687745688381.755
TKM,2011,24891942388.6142
TCA,2011,905760327.445553
TUV,2011,32644547.0919917
UGA,2011,27234530259.5375
UKR,2011,111977987704.028
ARE,2011,310381480913.923
GBR,2011,2706913649065.85
USA,2011,16513977256911.2
URY,2011,51379472633.5779
UZB,2011,65457747965.3909
VUT,2011,701990785.256935
VEN,2011,130032103882.235
VNM,2011,188694468366.268
VIR,2011,4691141942.36926
PSE,2011,12146400000
YEM,2011,55023373390.1327
ZMB,2011,17447560252.6576
ZWE,2011,16109682999.8506
AFE,2011,800018855528.803
AFW,2011,641468033175.446
ARB,2011,2245880154831.72
CSS,2011,57864218310.309
CEB,2011,1189848075733.94
EAR,2011,8616200815408.74
EAS,2011,18344882651070.7
EAP,2011,10280658816482.9
TEA,2011,10268066546737.4
EMU,2011,11540709547027.3
ECS,2011,19570878383553.7
ECA,2011,1277064812831.32
TEC,2011,3276253212809.4
EUU,2011,13231012723603.5
FCS,2011,1333050889939.51
HPC,2011,554017618612.77
HIC,2011,46354893456607.9
IBD,2011,21385695705193.7
IBT,2011,23210744133534.2
IDB,2011,911233238864.153
IDX,2011,913876085937.478
IDA,2011,1825081691457.94
LTE,2011,15242521220194.1
LCN,2011,4946051556371.06
LAC,2011,4287954881028.5
TLA,2011,4731954881368.41
LDC,2011,799667005264.699
LMY,2011,20749171281154.1
LIC,2011,366324614356.486
LMC,2011,4090885153145.09
MEA,2011,3144827143335.33
MNA,2011,1642447546645.79
TMN,2011,1630302060179.33
MIC,2011,20387750736689.7
NAC,2011,17964984770574.6
INX,2011,..
OED,2011,44156209796875.4
OSS,2011,112822959179.033
PSS,2011,8104706553.80971
PST,2011,41763766673437.3
PRE,2011,1108612413064.69
SST,2011,178767068495.024
SAS,2011,1862792006629.93
TSA,2011,1862792006629.93
SSF,2011,1441486888704.25
SSA,2011,1397808412486.19
UMC,2011,16296874138200.7
WLD,2011,67276821813552.3
TSS,2011,1441486888704.25
Short definition,2011,License URL
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2011,https://datacatalog.worldbank.org/public-licenses#cc-by
AFG,2012,17386490239.3536
ALB,2012,10790155229.5092
DZA,2012,170101934378.955
ASM,2012,657587786.259542
AND,2012,2781928287.88297
AGO,2012,92712034533.3955
ATG,2012,1395234173.14327
ARG,2012,579910247223.428
ARM,2012,9555426006.05632
ABW,2012,2649051221.82866
AUS,2012,1260921781880.75
AUT,2012,372786509411.403
AZE,2012,48274633178.2711
BHS,2012,11847358068.6233
BHR,2012,28888050241.9569
BGD,2012,162884301114.117
BRB,2012,5825750942.63272
BLR,2012,57178272607.7523
BEL,2012,445104666468.521
BLZ,2012,1973959679.21923
BEN,2012,9814543622.24071
BMU,2012,6876350478.40565
BTN,2012,1904194983.13207
BOL,2012,27943010890.6533
BIH,2012,15193964403.4513
BWA,2012,12109617148.6354
BRA,2012,1804861390164.77
VGB,2012,..
BRN,2012,13604222581.2368
BGR,2012,48901433349.8318
BFA,2012,10315931043.8746
BDI,2012,2579999920.33893
CPV,2012,1710821579.61286
KHM,2012,19357661918.8519
CMR,2012,27461703151.6573
CAN,2012,1469093201732.39
CYM,2012,4403722268.68141
CAF,2012,2553162918.71416
TCD,2012,13427942676.0538
CHI,2012,9784585181.16353
CHL,2012,225695909224.96
CHN,2012,9104482675356.36
COL,2012,259471791121.288
COM,2012,895376387.011074
COD,2012,32115268325.5231
COG,2012,11694979455.2472
CRI,2012,51310359848.0341
CIV,2012,35281210700.9425
HRV,2012,50189155633.3966
CUB,2012,80357078126.4622
CUW,2012,3083966131.99718
CYP,2012,20981332378.0944
CZE,2012,176290606021.546
DNK,2012,287802068160.374
DJI,2012,..
DMA,2012,589738544.378908
DOM,2012,59015618840.2876
ECU,2012,86890603905.3287
EGY,2012,300070833532.511
SLV,2012,22019127752.9422
GNQ,2012,15070007775.4052
ERI,2012,..
EST,2012,21772481344.2301
SWZ,2012,3617154618.7404
ETH,2012,46140518129.2398
FRO,2012,2284350973.3955
FJI,2012,4051237182.53114
FIN,2012,235550695854.071
FRA,2012,2374265767668.09
PYF,2012,5179978074.0569
GAB,2012,12564804521.2615
GMB,2012,1305822857.84822
GEO,2012,13460417765.6957
DEU,2012,3284148978797.69
GHA,2012,43858655296.9198
GIB,2012,..
GRC,2012,197978089510.093
GRL,2012,2480080343.49763
GRD,2012,852529700.227814
GUM,2012,5556275705.18653
GTM,2012,55161308535.5737
GIN,2012,7858142150.2509
GNB,2012,1041496885.43544
GUY,2012,4032790343.85011
HTI,2012,13643386325.9664
HND,2012,19072018181.9071
HKG,2012,285202001494.798
HUN,2012,113496503293.017
ISL,2012,16156200535.1964
IND,2012,1704596203504.32
IDN,2012,740537688618.414
IRN,2012,401507697046.153
IRQ,2012,147674239072.767
IRL,2012,216854920423.995
IMN,2012,6494579135.1244
ISR,2012,274800159647.141
ITA,2012,1863124632394.25
JAM,2012,14649543756.5624
JPN,2012,4277925608846.49
JOR,2012,35488605511.9193
KAZ,2012,164960327499.374
KEN,2012,61281315911.5794
KIR,2012,157815476.896252
PRK,2012,..
KOR,2012,1402787524457.73
XKX,2012,5459962717.31459
KWT,2012,112054550468.936
KGZ,2012,5572083788.24116
LAO,2012,11568812077.4386
LVA,2012,24352854611.1188
LBN,2012,46707037069.3046
LSO,2012,2210102550.34645
LBR,2012,2949005327.42991
LBY,2012,77854953189.632
LIE,2012,..
LTU,2012,37413912227.1865
LUX,2012,55477349891.7792
MAC,2012,52924239876.4531
MDG,2012,10385448752.8756
MWI,2012,8054933506.22505
MYS,2012,258378881826.473
MDV,2012,3445643747.5744
MLI,2012,13333713052.1336
MLT,2012,9042950074.18784
MHL,2012,175900000
MRT,2012,5388639480.83596
MUS,2012,10929718037.5047
MEX,2012,1142776194808.08
FSM,2012,316527680.318535
MDA,2012,6833561915.89765
MCO,2012,5084213121.21499
MNG,2012,9422609644.69237
MNE,2012,3696429855.69991
MAR,2012,98936909179.3524
MOZ,2012,13149604768.3812
MMR,2012,47501220127.3631
NAM,2012,9702493818.43111
NRU,2012,68031022.6138793
NPL,2012,21348110877.0432
NLD,2012,747805361887.684
NCL,2012,..
NZL,2012,161367975232.595
NIC,2012,11071852873.3639
NER,2012,8259606009.352
NGA,2012,423525315758.055
MKD,2012,9085697011.49163
MNP,2012,822860606.060606
NOR,2012,369676511271.49
OMN,2012,70318260489.7491
PAK,2012,264876940258.885
PLW,2012,259543766.67708
PAN,2012,47623362260.1488
PNG,2012,17289980088.7062
PRY,2012,30842899501.4341
PER,2012,169620385179.423
PHL,2012,253818843989.004
POL,2012,439333996551.267
PRT,2012,196414790526.28
PRI,2012,106055693105.528
QAT,2012,138865975290.062
ROU,2012,165163587446.019
RUS,2012,1356935163515.02
RWA,2012,7059501492.72193
WSM,2012,787546481.622133
SMR,2012,1408461048.24799
STP,2012,232194345.227845
SAU,2012,618711318317.787
SEN,2012,15361066998.8901
SRB,2012,41331605760.2741
SYC,2012,1248162998.34204
SLE,2012,6715143020.4477
SGP,2012,274543305511.611
SXM,2012,1376368434.1966
SVK,2012,81977043067.5237
SVN,2012,40926910455.6051
SLB,2012,1207965042.16349
SOM,2012,4605859127.18469
ZAF,2012,329233094599.263
SSD,2012,11500530835.4315
ESP,2012,1158267740898.69
LKA,2012,73771125924.0275
KNA,2012,835799755.490721
LCA,2012,1815145417.37838
MAF,2012,..
VCT,2012,738391734.91399
SDN,2012,47566600027.2224
SUR,2012,5142988298.24504
SWE,2012,464448264944.252
CHE,2012,655461804171.543
SYR,2012,25998267919.3561
TJK,2012,6808117273.38834
TZA,2012,39187673997.6272
THA,2012,375224234353.836
TLS,2012,1440641467.25077
TGO,2012,4881723795.11932
TON,2012,422596497.997101
TTO,2012,25149270114.8924
TUN,2012,42938131960.3014
TUR,2012,720809935556.199
TKM,2012,27654947984.1806
TCA,2012,881607724.52549
TUV,2012,31949982.2602472
UGA,2012,28279643267.7641
UKR,2012,112148546939.271
ARE,2012,324917470354.939
GBR,2012,2748282336997.97
USA,2012,16892000920975.5
URY,2012,53197370201.0395
UZB,2012,70106848438.9456
VUT,2012,709081226.945817
VEN,2012,137347654100.449
VNM,2012,199081239731.688
VIR,2012,3996266542.15582
PSE,2012,12886900000
YEM,2012,56340077330.5769
ZMB,2012,18773117888.8094
ZWE,2012,18794430788.9262
AFE,2012,815196596607.277
AFW,2012,674373438077.728
ARB,2012,2369263290821.59
CSS,2012,60198956772.9959
CEB,2012,1199818484000.74
EAR,2012,8980694118284.77
EAS,2012,19300451804362.9
EAP,2012,11059845176666.4
TEA,2012,11046292574579
EMU,2012,11434436143523.9
ECS,2012,19632553929987.7
ECA,2012,1328920933931.01
TEC,2012,3389444270426.55
EUU,2012,13129872603290.2
FCS,2012,1408135877506.06
HPC,2012,576509978065.169
HIC,2012,47042361523237.2
IBD,2012,22553760316696.4
IBT,2012,24441617327052.1
IDB,2012,952245332775.443
IDX,2012,935618403230.306
IDA,2012,1887855969322.7
LTE,2012,16139690127827.7
LCN,2012,5076825930636.23
LAC,2012,4388419210561.84
TLA,2012,4860475633400.02
LDC,2012,826114938400.153
LMY,2012,21888408320219.6
LIC,2012,350205581428.697
LMC,2012,4302721062535.43
MEA,2012,3278425667152.6
MNA,2012,1700853382044.64
TMN,2012,1687967046453.96
MIC,2012,21541561715559.3
NAC,2012,18367970473186.3
INX,2012,..
OED,2012,44764132360716
OSS,2012,114177090351.25
PSS,2012,8188085378.91257
PST,2012,42281722447109.9
PRE,2012,1156660135539.2
SST,2012,182557806182.111
SAS,2012,1967949580150.21
TSA,2012,1967949580150.21
SSF,2012,1489570034685.01
SSA,2012,1442181353557.42
UMC,2012,17238840568780.2
WLD,2012,69114292959206.7
TSS,2012,1489570034685.01
AFG,2013,18360263162.7578
ALB,2013,10974367815.094
DZA,2013,174524584673.849
ASM,2013,641148091.603054
AND,2013,2683236696.87851
AGO,2013,97239220009.2494
ATG,2013,1386849062.30615
ARG,2013,593858966307.156
ARM,2013,9870755064.25618
ABW,2013,2819423912.92302
AUS,2013,1294392358274.42
AUT,2013,371851835129.742
AZE,2013,51095520771.413
BHS,2013,11508144415.7879
BHR,2013,30416985616.3829
BGD,2013,172679520662.469
BRB,2013,5722566701.83324
BLR,2013,57749323051.4988
BEL,2013,446464436962.24
BLZ,2013,2054230070.85013
BEN,2013,10520350021.8969
BMU,2013,6857116738.50431
BTN,2013,1937258289.82484
BOL,2013,29842021104.1397
BIH,2013,15551001102.6808
BWA,2013,13454136663.42
BRA,2013,1859094274383.73
VGB,2013,..
BRN,2013,13315162382.5279
BGR,2013,48636020141.1525
BFA,2013,10913490102.1529
BDI,2013,2707037177.57679
CPV,2013,1721636311.15762
KHM,2013,20878690156.7817
CMR,2013,28833560540.7901
CAN,2013,1503261570451.97
CYM,2013,4460060434.88737
CAF,2013,1624016454.05115
TCD,2013,13809056592.5367
CHI,2013,9832914292.38795
CHL,2013,233163076995.037
CHN,2013,9812695262900.89
COL,2013,272793056063.57
COM,2013,935365362.167356
COD,2013,35206198726.088
COG,2013,11611660392.4682
CRI,2013,52590433317.5191
CIV,2013,39077544167.6054
HRV,2013,50122079966.6919
CUB,2013,82564971264.2729
CUW,2013,3064361462.6739
CYP,2013,19599191826.1408
CZE,2013,176216894659.909
DNK,2013,291810211099.295
DJI,2013,2107658964.77279
DMA,2013,589765106.18701
DOM,2013,61927882062.5429
ECU,2013,93156490881.1886
EGY,2013,306628779736.183
SLV,2013,22499794814.169
GNQ,2013,14447134439.884
ERI,2013,..
EST,2013,22154913628.3244
SWZ,2013,3765262097.18702
ETH,2013,51023232360.2629
FRO,2013,2418125853.51823
FJI,2013,4243031642.79505
FIN,2013,233242909052.234
FRA,2013,2392826743357.49
PYF,2013,5200635899.8791
GAB,2013,13273296028.5793
GMB,2013,1343336129.36544
GEO,2013,14151325572.1376
DEU,2013,3297186905208.25
GHA,2013,47065830437.531
GIB,2013,..
GRC,2013,193479795684.276
GRL,2013,2447881939.21831
GRD,2013,872573509.102323
GUM,2013,5650199454.04914
GTM,2013,57199419016.293
GIN,2013,8168199850.29177
GNB,2013,1075408772.95023
GUY,2013,4180123674.47048
HTI,2013,14233433330.5029
HND,2013,19604424966.4102
HKG,2013,294047609778.975
HUN,2013,115802945078.187
ISL,2013,16737332122.853
IND,2013,1813453530766.63
IDN,2013,781691320690.699
IRN,2013,395396833390.87
IRQ,2013,158939252263.834
IRL,2013,221610413457.216
IMN,2013,6763575613.59418
ISR,2013,286027695014.037
ITA,2013,1829252558793.34
JAM,2013,14725382395.3111
JPN,2013,4363702302793.37
JOR,2013,36414839440.0743
KAZ,2013,174857947143.911
KEN,2013,63608687382.8764
KIR,2013,170016068.140692
PRK,2013,..
KOR,2013,1448958816285.78
XKX,2013,5751568358.0188
KWT,2013,113342578898.914
KGZ,2013,6180302892.03129
LAO,2013,12497359667.4702
LVA,2013,24863312429.9055
LBN,2013,48494923363.2625
LSO,2013,2249719203.36981
LBR,2013,3205193907.94462
LBY,2013,63842648630.664
LIE,2013,..
LTU,2013,38928020774.4147
LUX,2013,57236974872.2606
MAC,2013,58630357383.3483
MDG,2013,10624353147.1587
MWI,2013,8490733601.03182
MYS,2013,270506469604.101
MDV,2013,3685976098.72391
MLI,2013,13772483870.1848
MLT,2013,9611962674.48564
MHL,2013,182600000
MRT,2013,5612311839.16241
MUS,2013,11297000949.1216
MEX,2013,1152513808584.62
FSM,2013,304890763.528582
MDA,2013,7451580071.77113
MCO,2013,5571133210.81248
MNG,2013,10520241544.9149
MNE,2013,3821595609.09379
MAR,2013,103015299181.348
MOZ,2013,14013719723.4859
MMR,2013,51503673422.1907
NAM,2013,10247261642.7308
NRU,2013,70836425.608266
NPL,2013,22100664484.6361
NLD,2013,747579281182.565
NCL,2013,..
NZL,2013,165546666710.166
NIC,2013,11617373486.8649
NER,2013,8698614858.59842
NGA,2013,451780110046.799
MKD,2013,9351477059.69398
MNP,2013,844921212.121212
NOR,2013,373433130118.312
OMN,2013,73994291063.383
PAK,2013,276443758787.987
PLW,2013,252919480.330118
PAN,2013,50635232150.0252
PNG,2013,17951312547.2223
PRY,2013,33400724748.6301
PER,2013,179547449111.361
PHL,2013,270952964501.391
POL,2013,442340098156.254
PRT,2013,194481859660.111
PRI,2013,105730285957.27
QAT,2013,146581512800.909
ROU,2013,165624017079.639
RUS,2013,1380755103919.45
RWA,2013,7392699272.95995
WSM,2013,788391466.046139
SMR,2013,1397419106.23211
STP,2013,244081946.538405
SAU,2013,636936313349.28
SEN,2013,15731635117.4164
SRB,2013,41518250531.7903
SYC,2013,1263811654.24036
SLE,2013,7699806185.67422
